"x" "y"
"1" 0 4.97723875424081
"2" 0.344827586206897 4.70403501153982
"3" 0.689655172413793 4.28390891227344
"4" 1.03448275862069 1.94716612829279
"5" 1.37931034482759 2.35092127169627
"6" 1.72413793103448 6.95190307693357
"7" 2.06896551724138 11.1288866631224
"8" 2.41379310344828 14.5035706404096
"9" 2.75862068965517 14.7768710049703
"10" 3.10344827586207 19.8057465956615
"11" 3.44827586206897 21.1675463892259
"12" 3.79310344827586 20.6587604545457
"13" 4.13793103448276 22.6718374800034
"14" 4.48275862068966 34.6706039376973
"15" 4.82758620689655 27.4739628135616
"16" 5.17241379310345 41.3261351768866
"17" 5.51724137931035 38.3822079782431
"18" 5.86206896551724 52.8372710560606
"19" 6.20689655172414 47.4216592173909
"20" 6.55172413793103 58.0331045984789
"21" 6.89655172413793 56.2966202471747
"22" 7.24137931034483 64.6147550368376
"23" 7.58620689655172 72.079454229557
"24" 7.93103448275862 77.4727231581677
"25" 8.27586206896552 82.6149952492433
"26" 8.62068965517241 90.3966558169392
"27" 8.96551724137931 102.803083211816
"28" 9.31034482758621 104.831898992606
"29" 9.6551724137931 107.44931988916
"30" 10 118.415823881557
